x1,y1,x2,y2
366.62960837868684,210.49777917260354,301.37683244563027,301.37683244563027
366.62960837868684,210.49777917260354,397.64358968901405,397.64358968901405
366.62960837868684,210.49777917260354,295.18682462369827,295.18682462369827
366.62960837868684,210.49777917260354,384.0213658368985,384.0213658368985
366.62960837868684,210.49777917260354,375.645836470425,375.645836470425
366.62960837868684,210.49777917260354,420.69275539373893,420.69275539373893
366.62960837868684,210.49777917260354,419.00464514123263,419.00464514123263
366.62960837868684,210.49777917260354,344.20102220019965,344.20102220019965
366.62960837868684,210.49777917260354,408.1475211074382,408.1475211074382
366.62960837868684,210.49777917260354,339.05969834295854,339.05969834295854
366.62960837868684,210.49777917260354,407.11945986633697,407.11945986633697
366.62960837868684,210.49777917260354,329.858542026653,329.858542026653
366.62960837868684,210.49777917260354,358.78729048843326,358.78729048843326
366.62960837868684,210.49777917260354,307.7783106376283,307.7783106376283
366.62960837868684,210.49777917260354,357.729969442839,357.729969442839
366.62960837868684,210.49777917260354,321.81482351925996,321.81482351925996
366.62960837868684,210.49777917260354,377.6922949719024,377.6922949719024
366.62960837868684,210.49777917260354,348.4138357592806,348.4138357592806
366.62960837868684,210.49777917260354,370.7206234713427,370.7206234713427
366.62960837868684,210.49777917260354,319.05575428900966,319.05575428900966
366.62960837868684,210.49777917260354,380.7706922984517,380.7706922984517
366.62960837868684,210.49777917260354,379.5728470302066,379.5728470302066
366.62960837868684,210.49777917260354,392.8173300807815,392.8173300807815
366.62960837868684,210.49777917260354,361.7942994272102,361.7942994272102
366.62960837868684,210.49777917260354,320.3596458144493,320.3596458144493
366.62960837868684,210.49777917260354,341.0483266087631,341.0483266087631
366.62960837868684,210.49777917260354,397.2028545993086,397.2028545993086
366.62960837868684,210.49777917260354,409.2229399664805,409.2229399664805
366.62960837868684,210.49777917260354,379.9708602433854,379.9708602433854
237.62470667434508,467.614865570092,450,450
237.62470667434508,467.614865570092,366.62960837868684,366.62960837868684
237.62470667434508,467.614865570092,237.62470667434508,237.62470667434508
237.62470667434508,467.614865570092,419.2028479047446,419.2028479047446
237.62470667434508,467.614865570092,510.4271378787532,510.4271378787532
237.62470667434508,467.614865570092,396.58036828321747,396.58036828321747
237.62470667434508,467.614865570092,528.5214477408031,528.5214477408031
237.62470667434508,467.614865570092,548.2088317927761,548.2088317927761
237.62470667434508,467.614865570092,398.51465726633774,398.51465726633774
237.62470667434508,467.614865570092,355.18459407317175,355.18459407317175
237.62470667434508,467.614865570092,408.8441074651404,408.8441074651404
237.62470667434508,467.614865570092,498.9948107964839,498.9948107964839
237.62470667434508,467.614865570092,480.322437091193,480.322437091193
237.62470667434508,467.614865570092,450.5071603189949,450.5071603189949
237.62470667434508,467.614865570092,468.69593665938356,468.69593665938356
237.62470667434508,467.614865570092,418.9450177032361,418.9450177032361
237.62470667434508,467.614865570092,453.9763847544015,453.9763847544015
237.62470667434508,467.614865570092,391.90526597471575,391.90526597471575
237.62470667434508,467.614865570092,340.17700483127356,340.17700483127356
237.62470667434508,467.614865570092,433.0963217318394,433.0963217318394
237.62470667434508,467.614865570092,382.92998986078976,382.92998986078976
237.62470667434508,467.614865570092,403.6013740094512,403.6013740094512
237.62470667434508,467.614865570092,418.13874111333337,418.13874111333337
237.62470667434508,467.614865570092,437.3196632006204,437.3196632006204
237.62470667434508,467.614865570092,603.9430522840815,603.9430522840815
237.62470667434508,467.614865570092,361.58310804890493,361.58310804890493
237.62470667434508,467.614865570092,525.6466111999002,525.6466111999002
237.62470667434508,467.614865570092,584.4972811608305,584.4972811608305
237.62470667434508,467.614865570092,419.48200129259226,419.48200129259226
237.62470667434508,467.614865570092,435.4243240747974,435.4243240747974
237.62470667434508,467.614865570092,553.2807069308984,553.2807069308984
237.62470667434508,467.614865570092,469.14631319255244,469.14631319255244
237.62470667434508,467.614865570092,326.8695936691241,326.8695936691241
237.62470667434508,467.614865570092,154.69724911777692,154.69724911777692
237.62470667434508,467.614865570092,422.9999857694696,422.9999857694696
237.62470667434508,467.614865570092,336.85044441163427,336.85044441163427
237.62470667434508,467.614865570092,308.1853248914333,308.1853248914333
237.62470667434508,467.614865570092,430.32152675862454,430.32152675862454
237.62470667434508,467.614865570092,396.20505001397794,396.20505001397794
237.62470667434508,467.614865570092,175.4685527013338,175.4685527013338
237.62470667434508,467.614865570092,411.6406181405149,411.6406181405149
237.62470667434508,467.614865570092,410.5520904512994,410.5520904512994
237.62470667434508,467.614865570092,368.47875264991325,368.47875264991325
237.62470667434508,467.614865570092,208.54865455445054,208.54865455445054
237.62470667434508,467.614865570092,392.0257744738,392.0257744738
237.62470667434508,467.614865570092,515.4279694433718,515.4279694433718
237.62470667434508,467.614865570092,394.28870911584926,394.28870911584926
237.62470667434508,467.614865570092,301.37683244563027,301.37683244563027
237.62470667434508,467.614865570092,295.18682462369827,295.18682462369827
237.62470667434508,467.614865570092,384.0213658368985,384.0213658368985
237.62470667434508,467.614865570092,523.0078938001997,523.0078938001997
237.62470667434508,467.614865570092,200.69006996301096,200.69006996301096
237.62470667434508,467.614865570092,403.7276956532678,403.7276956532678
237.62470667434508,467.614865570092,420.69275539373893,420.69275539373893
237.62470667434508,467.614865570092,344.20102220019965,344.20102220019965
237.62470667434508,467.614865570092,489.9055672394627,489.9055672394627
237.62470667434508,467.614865570092,210.5160218489843,210.5160218489843
237.62470667434508,467.614865570092,494.1917800736751,494.1917800736751
237.62470667434508,467.614865570092,339.05969834295854,339.05969834295854
237.62470667434508,467.614865570092,407.11945986633697,407.11945986633697
237.62470667434508,467.614865570092,329.858542026653,329.858542026653
237.62470667434508,467.614865570092,321.81482351925996,321.81482351925996
237.62470667434508,467.614865570092,192.40878657544403,192.40878657544403
237.62470667434508,467.614865570092,452.55752397662167,452.55752397662167
237.62470667434508,467.614865570092,377.6922949719024,377.6922949719024
237.62470667434508,467.614865570092,228.97382031760787,228.97382031760787
237.62470667434508,467.614865570092,457.96410355674914,457.96410355674914
237.62470667434508,467.614865570092,223.15147909737937,223.15147909737937
237.62470667434508,467.614865570092,380.7706922984517,380.7706922984517
237.62470667434508,467.614865570092,186.30142546079443,186.30142546079443
237.62470667434508,467.614865570092,229.18701449586098,229.18701449586098
237.62470667434508,467.614865570092,205.49475741433255,205.49475741433255
237.62470667434508,467.614865570092,392.8173300807815,392.8173300807815
237.62470667434508,467.614865570092,219.30131374903422,219.30131374903422
237.62470667434508,467.614865570092,232.3803337339965,232.3803337339965
237.62470667434508,467.614865570092,485.2384107626213,485.2384107626213
237.62470667434508,467.614865570092,201.16687255670496,201.16687255670496
237.62470667434508,467.614865570092,197.2350357017762,197.2350357017762
237.62470667434508,467.614865570092,494.03513990686787,494.03513990686787
237.62470667434508,467.614865570092,170.15205863442173,170.15205863442173
237.62470667434508,467.614865570092,213.44987838873703,213.44987838873703
237.62470667434508,467.614865570092,213.06916477549163,213.06916477549163
237.62470667434508,467.614865570092,179.15654574037944,179.15654574037944
237.62470667434508,467.614865570092,184.62088787980102,184.62088787980102
237.62470667434508,467.614865570092,183.9519977758288,183.9519977758288
237.62470667434508,467.614865570092,409.2229399664805,409.2229399664805
237.62470667434508,467.614865570092,195.55004346468962,195.55004346468962
419.2028479047446,204.5790674522572,450,450
419.2028479047446,204.5790674522572,366.62960837868684,366.62960837868684
419.2028479047446,204.5790674522572,237.62470667434508,237.62470667434508
419.2028479047446,204.5790674522572,419.2028479047446,419.2028479047446
419.2028479047446,204.5790674522572,396.58036828321747,396.58036828321747
419.2028479047446,204.5790674522572,528.5214477408031,528.5214477408031
419.2028479047446,204.5790674522572,355.18459407317175,355.18459407317175
419.2028479047446,204.5790674522572,408.8441074651404,408.8441074651404
419.2028479047446,204.5790674522572,468.69593665938356,468.69593665938356
419.2028479047446,204.5790674522572,418.9450177032361,418.9450177032361
419.2028479047446,204.5790674522572,391.90526597471575,391.90526597471575
419.2028479047446,204.5790674522572,340.17700483127356,340.17700483127356
419.2028479047446,204.5790674522572,382.92998986078976,382.92998986078976
419.2028479047446,204.5790674522572,418.13874111333337,418.13874111333337
419.2028479047446,204.5790674522572,419.48200129259226,419.48200129259226
419.2028479047446,204.5790674522572,553.2807069308984,553.2807069308984
419.2028479047446,204.5790674522572,422.9999857694696,422.9999857694696
419.2028479047446,204.5790674522572,430.32152675862454,430.32152675862454
419.2028479047446,204.5790674522572,301.37683244563027,301.37683244563027
419.2028479047446,204.5790674522572,475.94659539685705,475.94659539685705
419.2028479047446,204.5790674522572,200.69006996301096,200.69006996301096
419.2028479047446,204.5790674522572,344.20102220019965,344.20102220019965
419.2028479047446,204.5790674522572,515.4026150313431,515.4026150313431
419.2028479047446,204.5790674522572,558.1106214488183,558.1106214488183
419.2028479047446,204.5790674522572,644.9785583818834,644.9785583818834
419.2028479047446,204.5790674522572,452.55752397662167,452.55752397662167
419.2028479047446,204.5790674522572,508.0699334147523,508.0699334147523
419.2028479047446,204.5790674522572,457.96410355674914,457.96410355674914
419.2028479047446,204.5790674522572,331.87338014495845,331.87338014495845
419.2028479047446,204.5790674522572,615.4489450427029,615.4489450427029
510.4271378787532,402.74154949251823,450,450
510.4271378787532,402.74154949251823,366.62960837868684,366.62960837868684
510.4271378787532,402.74154949251823,237.62470667434508,237.62470667434508
510.4271378787532,402.74154949251823,510.4271378787532,510.4271378787532
510.4271378787532,402.74154949251823,396.58036828321747,396.58036828321747
510.4271378787532,402.74154949251823,528.5214477408031,528.5214477408031
510.4271378787532,402.74154949251823,548.2088317927761,548.2088317927761
510.4271378787532,402.74154949251823,398.51465726633774,398.51465726633774
510.4271378787532,402.74154949251823,408.8441074651404,408.8441074651404
510.4271378787532,402.74154949251823,480.322437091193,480.322437091193
510.4271378787532,402.74154949251823,468.69593665938356,468.69593665938356
510.4271378787532,402.74154949251823,418.9450177032361,418.9450177032361
510.4271378787532,402.74154949251823,391.90526597471575,391.90526597471575
510.4271378787532,402.74154949251823,433.0963217318394,433.0963217318394
510.4271378787532,402.74154949251823,382.92998986078976,382.92998986078976
510.4271378787532,402.74154949251823,525.6466111999002,525.6466111999002
510.4271378787532,402.74154949251823,482.73906908133847,482.73906908133847
510.4271378787532,402.74154949251823,419.48200129259226,419.48200129259226
510.4271378787532,402.74154949251823,435.4243240747974,435.4243240747974
510.4271378787532,402.74154949251823,469.14631319255244,469.14631319255244
510.4271378787532,402.74154949251823,326.8695936691241,326.8695936691241
510.4271378787532,402.74154949251823,422.9999857694696,422.9999857694696
510.4271378787532,402.74154949251823,375.634611533215,375.634611533215
510.4271378787532,402.74154949251823,175.4685527013338,175.4685527013338
510.4271378787532,402.74154949251823,411.6406181405149,411.6406181405149
510.4271378787532,402.74154949251823,410.5520904512994,410.5520904512994
510.4271378787532,402.74154949251823,208.54865455445054,208.54865455445054
510.4271378787532,402.74154949251823,394.28870911584926,394.28870911584926
510.4271378787532,402.74154949251823,375.645836470425,375.645836470425
510.4271378787532,402.74154949251823,420.69275539373893,420.69275539373893
510.4271378787532,402.74154949251823,344.20102220019965,344.20102220019965
510.4271378787532,402.74154949251823,366.73992907590343,366.73992907590343
510.4271378787532,402.74154949251823,358.78729048843326,358.78729048843326
510.4271378787532,402.74154949251823,321.81482351925996,321.81482351925996
510.4271378787532,402.74154949251823,192.40878657544403,192.40878657544403
510.4271378787532,402.74154949251823,377.6922949719024,377.6922949719024
510.4271378787532,402.74154949251823,457.96410355674914,457.96410355674914
510.4271378787532,402.74154949251823,439.300952707748,439.300952707748
510.4271378787532,402.74154949251823,379.5728470302066,379.5728470302066
510.4271378787532,402.74154949251823,477.7765402870975,477.7765402870975
510.4271378787532,402.74154949251823,548.3405972586277,548.3405972586277
510.4271378787532,402.74154949251823,494.03513990686787,494.03513990686787
510.4271378787532,402.74154949251823,213.44987838873703,213.44987838873703
510.4271378787532,402.74154949251823,452.2645825168569,452.2645825168569
510.4271378787532,402.74154949251823,179.15654574037944,179.15654574037944
510.4271378787532,402.74154949251823,409.2229399664805,409.2229399664805
396.58036828321747,504.8720679629446,450,450
396.58036828321747,504.8720679629446,237.62470667434508,237.62470667434508
396.58036828321747,504.8720679629446,510.4271378787532,510.4271378787532
396.58036828321747,504.8720679629446,396.58036828321747,396.58036828321747
396.58036828321747,504.8720679629446,528.5214477408031,528.5214477408031
396.58036828321747,504.8720679629446,548.2088317927761,548.2088317927761
396.58036828321747,504.8720679629446,398.51465726633774,398.51465726633774
396.58036828321747,504.8720679629446,355.18459407317175,355.18459407317175
396.58036828321747,504.8720679629446,408.8441074651404,408.8441074651404
396.58036828321747,504.8720679629446,498.9948107964839,498.9948107964839
396.58036828321747,504.8720679629446,480.322437091193,480.322437091193
396.58036828321747,504.8720679629446,450.5071603189949,450.5071603189949
396.58036828321747,504.8720679629446,418.9450177032361,418.9450177032361
396.58036828321747,504.8720679629446,453.9763847544015,453.9763847544015
396.58036828321747,504.8720679629446,391.90526597471575,391.90526597471575
396.58036828321747,504.8720679629446,382.92998986078976,382.92998986078976
396.58036828321747,504.8720679629446,403.6013740094512,403.6013740094512
396.58036828321747,504.8720679629446,418.13874111333337,418.13874111333337
396.58036828321747,504.8720679629446,437.3196632006204,437.3196632006204
396.58036828321747,504.8720679629446,603.9430522840815,603.9430522840815
396.58036828321747,504.8720679629446,361.58310804890493,361.58310804890493
396.58036828321747,504.8720679629446,525.6466111999002,525.6466111999002
396.58036828321747,504.8720679629446,584.4972811608305,584.4972811608305
396.58036828321747,504.8720679629446,482.73906908133847,482.73906908133847
396.58036828321747,504.8720679629446,435.4243240747974,435.4243240747974
396.58036828321747,504.8720679629446,469.14631319255244,469.14631319255244
396.58036828321747,504.8720679629446,154.69724911777692,154.69724911777692
396.58036828321747,504.8720679629446,469.4121913940607,469.4121913940607
396.58036828321747,504.8720679629446,422.9999857694696,422.9999857694696
396.58036828321747,504.8720679629446,308.1853248914333,308.1853248914333
396.58036828321747,504.8720679629446,368.47875264991325,368.47875264991325
396.58036828321747,504.8720679629446,392.0257744738,392.0257744738
396.58036828321747,504.8720679629446,295.18682462369827,295.18682462369827
396.58036828321747,504.8720679629446,384.0213658368985,384.0213658368985
396.58036828321747,504.8720679629446,523.0078938001997,523.0078938001997
396.58036828321747,504.8720679629446,644.4493326218973,644.4493326218973
396.58036828321747,504.8720679629446,451.3036830038393,451.3036830038393
396.58036828321747,504.8720679629446,375.645836470425,375.645836470425
396.58036828321747,504.8720679629446,420.69275539373893,420.69275539373893
396.58036828321747,504.8720679629446,344.20102220019965,344.20102220019965
396.58036828321747,504.8720679629446,210.5160218489843,210.5160218489843
396.58036828321747,504.8720679629446,416.0501497835786,416.0501497835786
396.58036828321747,504.8720679629446,463.5551779741264,463.5551779741264
396.58036828321747,504.8720679629446,339.05969834295854,339.05969834295854
396.58036828321747,504.8720679629446,437.0510845680672,437.0510845680672
396.58036828321747,504.8720679629446,358.78729048843326,358.78729048843326
396.58036828321747,504.8720679629446,644.9785583818834,644.9785583818834
396.58036828321747,504.8720679629446,525.8973223333841,525.8973223333841
396.58036828321747,504.8720679629446,476.12155202319684,476.12155202319684
396.58036828321747,504.8720679629446,657.3784661634071,657.3784661634071
396.58036828321747,504.8720679629446,228.97382031760787,228.97382031760787
396.58036828321747,504.8720679629446,508.0699334147523,508.0699334147523
396.58036828321747,504.8720679629446,348.4138357592806,348.4138357592806
396.58036828321747,504.8720679629446,457.96410355674914,457.96410355674914
396.58036828321747,504.8720679629446,370.7206234713427,370.7206234713427
396.58036828321747,504.8720679629446,223.15147909737937,223.15147909737937
396.58036828321747,504.8720679629446,439.300952707748,439.300952707748
396.58036828321747,504.8720679629446,319.05575428900966,319.05575428900966
396.58036828321747,504.8720679629446,479.24927599614034,479.24927599614034
396.58036828321747,504.8720679629446,392.8173300807815,392.8173300807815
396.58036828321747,504.8720679629446,563.2409463077556,563.2409463077556
396.58036828321747,504.8720679629446,341.0483266087631,341.0483266087631
396.58036828321747,504.8720679629446,201.16687255670496,201.16687255670496
396.58036828321747,504.8720679629446,580.0933484710541,580.0933484710541
396.58036828321747,504.8720679629446,615.4489450427029,615.4489450427029
396.58036828321747,504.8720679629446,409.2229399664805,409.2229399664805
396.58036828321747,504.8720679629446,541.5568407991941,541.5568407991941
396.58036828321747,504.8720679629446,578.4573086184224,578.4573086184224
396.58036828321747,504.8720679629446,489.2747381352976,489.2747381352976
528.5214477408031,442.3351505392946,450,450
528.5214477408031,442.3351505392946,366.62960837868684,366.62960837868684
528.5214477408031,442.3351505392946,237.62470667434508,237.62470667434508
528.5214477408031,442.3351505392946,419.2028479047446,419.2028479047446
528.5214477408031,442.3351505392946,510.4271378787532,510.4271378787532
528.5214477408031,442.3351505392946,396.58036828321747,396.58036828321747
528.5214477408031,442.3351505392946,528.5214477408031,528.5214477408031
528.5214477408031,442.3351505392946,548.2088317927761,548.2088317927761
528.5214477408031,442.3351505392946,398.51465726633774,398.51465726633774
528.5214477408031,442.3351505392946,355.18459407317175,355.18459407317175
528.5214477408031,442.3351505392946,408.8441074651404,408.8441074651404
528.5214477408031,442.3351505392946,498.9948107964839,498.9948107964839
528.5214477408031,442.3351505392946,480.322437091193,480.322437091193
528.5214477408031,442.3351505392946,450.5071603189949,450.5071603189949
528.5214477408031,442.3351505392946,468.69593665938356,468.69593665938356
528.5214477408031,442.3351505392946,418.9450177032361,418.9450177032361
528.5214477408031,442.3351505392946,453.9763847544015,453.9763847544015
528.5214477408031,442.3351505392946,391.90526597471575,391.90526597471575
528.5214477408031,442.3351505392946,340.17700483127356,340.17700483127356
528.5214477408031,442.3351505392946,433.0963217318394,433.0963217318394
528.5214477408031,442.3351505392946,382.92998986078976,382.92998986078976
528.5214477408031,442.3351505392946,418.13874111333337,418.13874111333337
528.5214477408031,442.3351505392946,525.6466111999002,525.6466111999002
528.5214477408031,442.3351505392946,584.4972811608305,584.4972811608305
528.5214477408031,442.3351505392946,419.48200129259226,419.48200129259226
528.5214477408031,442.3351505392946,469.14631319255244,469.14631319255244
528.5214477408031,442.3351505392946,326.8695936691241,326.8695936691241
528.5214477408031,442.3351505392946,154.69724911777692,154.69724911777692
528.5214477408031,442.3351505392946,469.4121913940607,469.4121913940607
528.5214477408031,442.3351505392946,422.9999857694696,422.9999857694696
528.5214477408031,442.3351505392946,336.85044441163427,336.85044441163427
528.5214477408031,442.3351505392946,308.1853248914333,308.1853248914333
528.5214477408031,442.3351505392946,430.32152675862454,430.32152675862454
528.5214477408031,442.3351505392946,396.20505001397794,396.20505001397794
528.5214477408031,442.3351505392946,175.4685527013338,175.4685527013338
528.5214477408031,442.3351505392946,411.6406181405149,411.6406181405149
528.5214477408031,442.3351505392946,410.5520904512994,410.5520904512994
528.5214477408031,442.3351505392946,208.54865455445054,208.54865455445054
528.5214477408031,442.3351505392946,545.955546641782,545.955546641782
528.5214477408031,442.3351505392946,515.4279694433718,515.4279694433718
528.5214477408031,442.3351505392946,301.37683244563027,301.37683244563027
528.5214477408031,442.3351505392946,475.94659539685705,475.94659539685705
528.5214477408031,442.3351505392946,295.18682462369827,295.18682462369827
528.5214477408031,442.3351505392946,523.0078938001997,523.0078938001997
528.5214477408031,442.3351505392946,532.8169559520679,532.8169559520679
528.5214477408031,442.3351505392946,375.645836470425,375.645836470425
528.5214477408031,442.3351505392946,419.00464514123263,419.00464514123263
528.5214477408031,442.3351505392946,489.9055672394627,489.9055672394627
528.5214477408031,442.3351505392946,210.5160218489843,210.5160218489843
528.5214477408031,442.3351505392946,559.661131220209,559.661131220209
528.5214477408031,442.3351505392946,386.45087109429574,386.45087109429574
528.5214477408031,442.3351505392946,515.4026150313431,515.4026150313431
528.5214477408031,442.3351505392946,558.1106214488183,558.1106214488183
528.5214477408031,442.3351505392946,307.7783106376283,307.7783106376283
528.5214477408031,442.3351505392946,421.0088174158549,421.0088174158549
528.5214477408031,442.3351505392946,644.9785583818834,644.9785583818834
528.5214477408031,442.3351505392946,657.3784661634071,657.3784661634071
528.5214477408031,442.3351505392946,377.6922949719024,377.6922949719024
528.5214477408031,442.3351505392946,457.96410355674914,457.96410355674914
528.5214477408031,442.3351505392946,555.5091532383348,555.5091532383348
528.5214477408031,442.3351505392946,533.8196089086828,533.8196089086828
528.5214477408031,442.3351505392946,379.5728470302066,379.5728470302066
528.5214477408031,442.3351505392946,497.67586403809423,497.67586403809423
528.5214477408031,442.3351505392946,232.3803337339965,232.3803337339965
528.5214477408031,442.3351505392946,197.2350357017762,197.2350357017762
528.5214477408031,442.3351505392946,655.4640984523847,655.4640984523847
528.5214477408031,442.3351505392946,179.15654574037944,179.15654574037944
528.5214477408031,442.3351505392946,183.9519977758288,183.9519977758288
528.5214477408031,442.3351505392946,409.2229399664805,409.2229399664805
528.5214477408031,442.3351505392946,573.8695702332955,573.8695702332955
528.5214477408031,442.3351505392946,578.4573086184224,578.4573086184224
548.2088317927761,328.72496134903565,450,450
548.2088317927761,328.72496134903565,366.62960837868684,366.62960837868684
548.2088317927761,328.72496134903565,237.62470667434508,237.62470667434508
548.2088317927761,328.72496134903565,419.2028479047446,419.2028479047446
548.2088317927761,328.72496134903565,510.4271378787532,510.4271378787532
548.2088317927761,328.72496134903565,528.5214477408031,528.5214477408031
548.2088317927761,328.72496134903565,548.2088317927761,548.2088317927761
548.2088317927761,328.72496134903565,398.51465726633774,398.51465726633774
548.2088317927761,328.72496134903565,355.18459407317175,355.18459407317175
548.2088317927761,328.72496134903565,408.8441074651404,408.8441074651404
548.2088317927761,328.72496134903565,480.322437091193,480.322437091193
548.2088317927761,328.72496134903565,450.5071603189949,450.5071603189949
548.2088317927761,328.72496134903565,418.9450177032361,418.9450177032361
548.2088317927761,328.72496134903565,453.9763847544015,453.9763847544015
548.2088317927761,328.72496134903565,391.90526597471575,391.90526597471575
548.2088317927761,328.72496134903565,433.0963217318394,433.0963217318394
548.2088317927761,328.72496134903565,382.92998986078976,382.92998986078976
548.2088317927761,328.72496134903565,418.13874111333337,418.13874111333337
548.2088317927761,328.72496134903565,437.3196632006204,437.3196632006204
548.2088317927761,328.72496134903565,603.9430522840815,603.9430522840815
548.2088317927761,328.72496134903565,361.58310804890493,361.58310804890493
548.2088317927761,328.72496134903565,525.6466111999002,525.6466111999002
548.2088317927761,328.72496134903565,584.4972811608305,584.4972811608305
